# snapshot_date=2026-08-24
# Incomplete, growing seed for coverage experiments. Membership will go stale until updated by hand.
# B3 IBOV/SMLL: one-time snapshot of B3 theoretical portfolio (carteira do dia 24/08/2026).
# Cite B3 theoretical-portfolio methodology; this is not a live index membership feed.
# US rows (S&P 500, Nasdaq-100, DJIA): coverage-experiment ticker snapshot from public composition pages.
# Not redistribution of the official S&P / Nasdaq / Dow index products. Do not commit Yahoo bulk extracts.
# Duplicate tickers across baskets are collapsed to one instrument row (ibov over smll; djia over ndx over spx).
# Russell 2000, funds, Tesouro, credito, Nasdaq Composite, and every DI expiry are out of this seed.
instrument_id,asset_class,ticker,isin,cnpj_fundo_classe,title_type,maturity_date,exchange,currency,preferred_provider,universe
,equity,J,,,,,NYSE,USD,yahoo,spx
,equity,JCI,,,,,NYSE,USD,yahoo,spx
,equity,KVUE,,,,,NYSE,USD,yahoo,spx
,equity,KEY,,,,,NYSE,USD,yahoo,spx
,equity,KEYS,,,,,NYSE,USD,yahoo,spx
,equity,KMB,,,,,NYSE,USD,yahoo,spx
,equity,KIM,,,,,NYSE,USD,yahoo,spx
,equity,KMI,,,,,NYSE,USD,yahoo,spx
,equity,KKR,,,,,NYSE,USD,yahoo,spx
,equity,KR,,,,,NYSE,USD,yahoo,spx
,equity,LHX,,,,,NYSE,USD,yahoo,spx
,equity,LH,,,,,NYSE,USD,yahoo,spx
,equity,LVS,,,,,NYSE,USD,yahoo,spx
,equity,LDOS,,,,,NYSE,USD,yahoo,spx
,equity,LEN,,,,,NYSE,USD,yahoo,spx
,equity,LII,,,,,NYSE,USD,yahoo,spx
,equity,LLY,,,,,NYSE,USD,yahoo,spx
,equity,LYV,,,,,NYSE,USD,yahoo,spx
,equity,LMT,,,,,NYSE,USD,yahoo,spx
,equity,L,,,,,NYSE,USD,yahoo,spx
,equity,LOW,,,,,NYSE,USD,yahoo,spx
,equity,LULU,,,,,NYSE,USD,yahoo,spx
,equity,LYB,,,,,NYSE,USD,yahoo,spx
,equity,MTB,,,,,NYSE,USD,yahoo,spx
,equity,MPC,,,,,NYSE,USD,yahoo,spx
,equity,MRSH,,,,,NYSE,USD,yahoo,spx
,equity,MLM,,,,,NYSE,USD,yahoo,spx
,equity,MAS,,,,,NYSE,USD,yahoo,spx
,equity,MA,,,,,NYSE,USD,yahoo,spx
,equity,MKC,,,,,NYSE,USD,yahoo,spx
,equity,MCK,,,,,NYSE,USD,yahoo,spx
,equity,MDT,,,,,NYSE,USD,yahoo,spx
,equity,MET,,,,,NYSE,USD,yahoo,spx
,equity,MTD,,,,,NYSE,USD,yahoo,spx
,equity,MGM,,,,,NYSE,USD,yahoo,spx
,equity,MAA,,,,,NYSE,USD,yahoo,spx
,equity,MRNA,,,,,NYSE,USD,yahoo,spx
,equity,TAP,,,,,NYSE,USD,yahoo,spx
,equity,MCO,,,,,NYSE,USD,yahoo,spx
,equity,MS,,,,,NYSE,USD,yahoo,spx
,equity,MOS,,,,,NYSE,USD,yahoo,spx
,equity,MSI,,,,,NYSE,USD,yahoo,spx
,equity,MSCI,,,,,NYSE,USD,yahoo,spx
,equity,NDAQ,,,,,NYSE,USD,yahoo,spx
,equity,NTAP,,,,,NYSE,USD,yahoo,spx
,equity,NEM,,,,,NYSE,USD,yahoo,spx
,equity,NWSA,,,,,NYSE,USD,yahoo,spx
,equity,NWS,,,,,NYSE,USD,yahoo,spx
,equity,NEE,,,,,NYSE,USD,yahoo,spx
,equity,NI,,,,,NYSE,USD,yahoo,spx
,equity,NDSN,,,,,NYSE,USD,yahoo,spx
,equity,NSC,,,,,NYSE,USD,yahoo,spx
,equity,NTRS,,,,,NYSE,USD,yahoo,spx
,equity,NOC,,,,,NYSE,USD,yahoo,spx
,equity,NCLH,,,,,NYSE,USD,yahoo,spx
,equity,NRG,,,,,NYSE,USD,yahoo,spx
,equity,NUE,,,,,NYSE,USD,yahoo,spx
,equity,NVR,,,,,NYSE,USD,yahoo,spx
,equity,OXY,,,,,NYSE,USD,yahoo,spx
,equity,OMC,,,,,NYSE,USD,yahoo,spx
,equity,ON,,,,,NYSE,USD,yahoo,spx
,equity,OKE,,,,,NYSE,USD,yahoo,spx
,equity,ORCL,,,,,NYSE,USD,yahoo,spx
,equity,OTIS,,,,,NYSE,USD,yahoo,spx
,equity,PKG,,,,,NYSE,USD,yahoo,spx
,equity,PSKY,,,,,NYSE,USD,yahoo,spx
,equity,PH,,,,,NYSE,USD,yahoo,spx
,equity,PNR,,,,,NYSE,USD,yahoo,spx
,equity,PFE,,,,,NYSE,USD,yahoo,spx
,equity,PCG,,,,,NYSE,USD,yahoo,spx
,equity,PM,,,,,NYSE,USD,yahoo,spx
,equity,PSX,,,,,NYSE,USD,yahoo,spx
,equity,PNW,,,,,NYSE,USD,yahoo,spx
,equity,PNC,,,,,NYSE,USD,yahoo,spx
,equity,PPG,,,,,NYSE,USD,yahoo,spx
,equity,PPL,,,,,NYSE,USD,yahoo,spx
,equity,PFG,,,,,NYSE,USD,yahoo,spx
,equity,PGR,,,,,NYSE,USD,yahoo,spx
,equity,PLD,,,,,NYSE,USD,yahoo,spx
,equity,PRU,,,,,NYSE,USD,yahoo,spx
,equity,PEG,,,,,NYSE,USD,yahoo,spx
,equity,PTC,,,,,NYSE,USD,yahoo,spx
,equity,PSA,,,,,NYSE,USD,yahoo,spx
,equity,PHM,,,,,NYSE,USD,yahoo,spx
,equity,PWR,,,,,NYSE,USD,yahoo,spx
,equity,DGX,,,,,NYSE,USD,yahoo,spx
,equity,Q,,,,,NYSE,USD,yahoo,spx
,equity,RL,,,,,NYSE,USD,yahoo,spx
,equity,RJF,,,,,NYSE,USD,yahoo,spx
,equity,RDDT,,,,,NYSE,USD,yahoo,spx
,equity,RTX,,,,,NYSE,USD,yahoo,spx
,equity,O,,,,,NYSE,USD,yahoo,spx
,equity,REG,,,,,NYSE,USD,yahoo,spx
,equity,RF,,,,,NYSE,USD,yahoo,spx
,equity,RSG,,,,,NYSE,USD,yahoo,spx
,equity,RMD,,,,,NYSE,USD,yahoo,spx
,equity,RVTY,,,,,NYSE,USD,yahoo,spx
,equity,HOOD,,,,,NYSE,USD,yahoo,spx
,equity,ROK,,,,,NYSE,USD,yahoo,spx
,equity,ROL,,,,,NYSE,USD,yahoo,spx
,equity,RCL,,,,,NYSE,USD,yahoo,spx
,equity,SPGI,,,,,NYSE,USD,yahoo,spx
,equity,SBAC,,,,,NYSE,USD,yahoo,spx
,equity,SLB,,,,,NYSE,USD,yahoo,spx
,equity,SRE,,,,,NYSE,USD,yahoo,spx
,equity,NOW,,,,,NYSE,USD,yahoo,spx
,equity,SPG,,,,,NYSE,USD,yahoo,spx
,equity,SWKS,,,,,NYSE,USD,yahoo,spx
,equity,SJM,,,,,NYSE,USD,yahoo,spx
,equity,SW,,,,,NYSE,USD,yahoo,spx
,equity,SNA,,,,,NYSE,USD,yahoo,spx
,equity,SOLV,,,,,NYSE,USD,yahoo,spx
,equity,SO,,,,,NYSE,USD,yahoo,spx
,equity,LUV,,,,,NYSE,USD,yahoo,spx
,equity,SWK,,,,,NYSE,USD,yahoo,spx
,equity,STT,,,,,NYSE,USD,yahoo,spx
,equity,STLD,,,,,NYSE,USD,yahoo,spx
,equity,STE,,,,,NYSE,USD,yahoo,spx
,equity,SYK,,,,,NYSE,USD,yahoo,spx
,equity,SMCI,,,,,NYSE,USD,yahoo,spx
,equity,SYF,,,,,NYSE,USD,yahoo,spx
,equity,SYY,,,,,NYSE,USD,yahoo,spx
,equity,TROW,,,,,NYSE,USD,yahoo,spx
,equity,TPR,,,,,NYSE,USD,yahoo,spx
,equity,TRGP,,,,,NYSE,USD,yahoo,spx
,equity,TGT,,,,,NYSE,USD,yahoo,spx
,equity,TEL,,,,,NYSE,USD,yahoo,spx
,equity,TDY,,,,,NYSE,USD,yahoo,spx
,equity,TPL,,,,,NYSE,USD,yahoo,spx
,equity,TXT,,,,,NYSE,USD,yahoo,spx
,equity,TMO,,,,,NYSE,USD,yahoo,spx
,equity,TJX,,,,,NYSE,USD,yahoo,spx
,equity,TKO,,,,,NYSE,USD,yahoo,spx
,equity,TTD,,,,,NYSE,USD,yahoo,spx
,equity,TSCO,,,,,NYSE,USD,yahoo,spx
,equity,TT,,,,,NYSE,USD,yahoo,spx
,equity,TDG,,,,,NYSE,USD,yahoo,spx
,equity,TRMB,,,,,NYSE,USD,yahoo,spx
,equity,TFC,,,,,NYSE,USD,yahoo,spx
,equity,TYL,,,,,NYSE,USD,yahoo,spx
,equity,TSN,,,,,NYSE,USD,yahoo,spx
,equity,USB,,,,,NYSE,USD,yahoo,spx
,equity,UBER,,,,,NYSE,USD,yahoo,spx
,equity,UDR,,,,,NYSE,USD,yahoo,spx
,equity,ULTA,,,,,NYSE,USD,yahoo,spx
,equity,UNP,,,,,NYSE,USD,yahoo,spx
,equity,UAL,,,,,NYSE,USD,yahoo,spx
,equity,UPS,,,,,NYSE,USD,yahoo,spx
,equity,URI,,,,,NYSE,USD,yahoo,spx
,equity,UHS,,,,,NYSE,USD,yahoo,spx
,equity,VLO,,,,,NYSE,USD,yahoo,spx
,equity,VEEV,,,,,NYSE,USD,yahoo,spx
,equity,VTR,,,,,NYSE,USD,yahoo,spx
,equity,VLTO,,,,,NYSE,USD,yahoo,spx
,equity,VRSN,,,,,NYSE,USD,yahoo,spx
,equity,VRSK,,,,,NYSE,USD,yahoo,spx
,equity,VZ,,,,,NYSE,USD,yahoo,spx
,equity,VRT,,,,,NYSE,USD,yahoo,spx
,equity,VTRS,,,,,NYSE,USD,yahoo,spx
,equity,VICI,,,,,NYSE,USD,yahoo,spx
,equity,VST,,,,,NYSE,USD,yahoo,spx
,equity,VMRK,,,,,NYSE,USD,yahoo,spx
,equity,VMC,,,,,NYSE,USD,yahoo,spx
,equity,WRB,,,,,NYSE,USD,yahoo,spx
,equity,GWW,,,,,NYSE,USD,yahoo,spx
,equity,WAB,,,,,NYSE,USD,yahoo,spx
,equity,WM,,,,,NYSE,USD,yahoo,spx
,equity,WAT,,,,,NYSE,USD,yahoo,spx
,equity,WEC,,,,,NYSE,USD,yahoo,spx
,equity,WFC,,,,,NYSE,USD,yahoo,spx
,equity,WELL,,,,,NYSE,USD,yahoo,spx
,equity,WST,,,,,NYSE,USD,yahoo,spx
,equity,WY,,,,,NYSE,USD,yahoo,spx
,equity,WSM,,,,,NYSE,USD,yahoo,spx
,equity,WMB,,,,,NYSE,USD,yahoo,spx
,equity,WTW,,,,,NYSE,USD,yahoo,spx
,equity,WYNN,,,,,NYSE,USD,yahoo,spx
,equity,XYL,,,,,NYSE,USD,yahoo,spx
,equity,YUM,,,,,NYSE,USD,yahoo,spx
,equity,ZBRA,,,,,NYSE,USD,yahoo,spx
,equity,ZBH,,,,,NYSE,USD,yahoo,spx
,equity,ZTS,,,,,NYSE,USD,yahoo,spx
,future,WINV26,,,,2026-10-21,B3,BRL,b3,b3_futures
,future,WINZ26,,,,2026-12-16,B3,BRL,b3,b3_futures
,future,INDV26,,,,2026-10-21,B3,BRL,b3,b3_futures
,future,INDZ26,,,,2026-12-16,B3,BRL,b3,b3_futures
,future,WDOU26,,,,2026-09-01,B3,BRL,b3,b3_futures
,future,WDOV26,,,,2026-10-01,B3,BRL,b3,b3_futures
,future,DOLU26,,,,2026-09-01,B3,BRL,b3,b3_futures
,future,DOLV26,,,,2026-10-01,B3,BRL,b3,b3_futures
,future,DI1F27,,,,2027-01-04,B3,BRL,b3,b3_futures
,future,DI1J27,,,,2027-04-01,B3,BRL,b3,b3_futures
,future,DI1N27,,,,2027-07-01,B3,BRL,b3,b3_futures
,future,DI1V27,,,,2027-10-01,B3,BRL,b3,b3_futures
,future,DI1F28,,,,2028-01-03,B3,BRL,b3,b3_futures
,future,DI1F29,,,,2029-01-02,B3,BRL,b3,b3_futures
,future,DI1F31,,,,2031-01-02,B3,BRL,b3,b3_futures
